,,,,,,,,,,Latitude,Longitude,Actual Lat,Actual Lon,Precision (metres),,,,Coordinate,Metres
,,,,,"$GPGGA,190502.000,3951.6010,N,07528.8423,W,1,08,1.12,102.9,M,-33.9,M,,*59",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.12,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190502.000,A,3951.6010,N,07528.8423,W,35.48,110.75,070424,,,A*42",39.860017,-75.480705,"39.86001667,-75.480705",,,,,,,,,,,
,,,,,"$GPGGA,190503.000,3951.5979,N,07528.8312,W,1,08,1.09,101.0,M,-33.9,M,,*58",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190503.000,A,3951.5979,N,07528.8312,W,34.35,110.68,070424,,,A*44",39.859965,-75.480520,"39.859965,-75.48052",,,,,,,,,,,
,,,,,"$GPGGA,190504.000,3951.5945,N,07528.8204,W,1,08,1.09,99.8,M,-33.9,M,,*6E",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190504.000,A,3951.5945,N,07528.8204,W,33.86,111.82,070424,,,A*40",39.859908,-75.480340,"39.85990833,-75.48034",,,,,,,,,,,
,,,,,"$GPGGA,190505.000,3951.5903,N,07528.8091,W,1,07,1.32,100.9,M,-33.9,M,,*54",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,22,17,19,,,,,,1.60,1.32,0.90*02",,,,,,,,,,,,,,
,,,,,"$GPRMC,190505.000,A,3951.5903,N,07528.8091,W,35.22,115.07,070424,,,A*4C",39.859838,-75.480152,"39.85983833,-75.48015167",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,68,345,34,06,64,249,36,22,63,166,41,17,61,060,35*77",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,157,23,03,32,055,26,44,27,234,24,11,26,236,16*71",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,24,16,283,13,12,07,319,16*7A",,,,,,,,,,,,,,
,,,,,"$GPRMC,190511.000,A,3951.5513,N,07528.7557,W,35.86,140.06,070424,,,A*4B",39.859188,-75.479262,"39.85918833,-75.47926167",,,,,,,,,,,
,,,,,"$GPGGA,190512.000,3951.5437,N,07528.7470,W,1,08,1.09,107.5,M,-33.9,M,,*50",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190512.000,A,3951.5437,N,07528.7470,W,36.93,137.30,070424,,,A*49",39.859062,-75.479117,"39.85906167,-75.47911667",,,,,,,,,,,
,,,,,"$GPGGA,190513.000,3951.5361,N,07528.7383,W,1,08,1.09,107.1,M,-33.9,M,,*5A",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190513.000,A,3951.5361,N,07528.7383,W,37.45,136.86,070424,,,A*41",39.858935,-75.478972,"39.858935,-75.47897167",,,,,,,,,,,
,,,,,"$GPGGA,190514.000,3951.5289,N,07528.7289,W,1,08,1.09,107.9,M,-33.9,M,,*59",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190514.000,A,3951.5289,N,07528.7289,W,36.62,133.51,070424,,,A*41",39.858815,-75.478815,"39.858815,-75.478815",,,,,,,,,,,
,,,,,"$GPGGA,190515.000,3951.5223,N,07528.7193,W,1,08,1.09,108.4,M,-33.9,M,,*52",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190515.000,A,3951.5223,N,07528.7193,W,36.41,129.74,070424,,,A*45",39.858705,-75.478655,"39.858705,-75.478655",,,,,,,,,,,
,,,,,"$GPGGA,190516.000,3951.5161,N,07528.7094,W,1,08,1.09,107.9,M,-33.9,M,,*50",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,69,346,35,06,64,249,40,22,63,166,44,17,61,060,35*70",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,157,22,03,32,055,26,11,26,236,29,24,16,283,19*7A",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,48,15,247,,12,07,319,12*7D",,,,,,,,,,,,,,
,,,,,"$GPRMC,190516.000,A,3951.5161,N,07528.7094,W,36.15,129.56,070424,,,A*44",39.858602,-75.478490,"39.85860167,-75.47849",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190518.000,A,3951.5034,N,07528.6899,W,35.11,130.80,070424,,,A*4B",39.858390,-75.478165,"39.85839,-75.478165",,,,,,,,,,,
,,,,,"$GPGGA,190519.000,3951.4971,N,07528.6806,W,1,08,1.12,109.4,M,-33.9,M,,*5C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.12,1.65*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190519.000,A,3951.4971,N,07528.6806,W,35.36,130.71,070424,,,A*4E",39.858285,-75.478010,"39.858285,-75.47801",,,,,,,,,,,
,,,,,"$GPGGA,190520.000,3951.4910,N,07528.6716,W,1,08,1.09,110.3,M,-33.9,M,,*5A",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190520.000,A,3951.4910,N,07528.6716,W,35.09,129.53,070424,,,A*49",39.858183,-75.477860,"39.85818333,-75.47786",,,,,,,,,,,
,,,,,"$GPGGA,190521.000,3951.4855,N,07528.6630,W,1,08,1.12,110.8,M,-33.9,M,,*5F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.12,1.65*08",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,69,346,36,06,64,249,40,22,63,166,42,17,61,060,35*75",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,157,24,03,32,055,28,11,26,236,27,24,16,283,25*73",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,48,15,247,,12,07,319,12*7D",,,,,,,,,,,,,,
,,,,,"$GPRMC,190521.000,A,3951.4855,N,07528.6630,W,29.70,128.36,070424,,,A*4C",39.858092,-75.477717,"39.85809167,-75.47771667",,,,,,,,,,,
,,,,,"$GPGGA,190522.000,3951.4808,N,07528.6559,W,1,08,1.12,110.7,M,-33.9,M,,*57",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.12,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190522.000,A,3951.4808,N,07528.6559,W,23.54,127.92,070424,,,A*46",39.858013,-75.477598,"39.85801333,-75.47759833",,,,,,,,,,,
,,,,,"$GPGGA,190523.000,3951.4771,N,07528.6500,W,1,08,1.12,110.4,M,-33.9,M,,*58",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.12,1.65*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190523.000,A,3951.4771,N,07528.6500,W,18.19,125.68,070424,,,A*4C",39.857952,-75.477500,"39.85795167,-75.4775",,,,,,,,,,,
,,,,,"$GPGGA,190524.000,3951.4742,N,07528.6456,W,1,08,1.12,109.6,M,-33.9,M,,*57",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.12,1.65*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190524.000,A,3951.4742,N,07528.6456,W,13.54,125.92,070424,,,A*4E",39.857903,-75.477427,"39.85790333,-75.47742667",,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,33,14,110,,12,07,319,*72",,,,,,,,,,,,,,
,,,,,"$GPRMC,190526.000,A,3951.4715,N,07528.6407,W,4.44,102.35,070424,,,A*75",39.857858,-75.477345,"39.85785833,-75.477345",,,,,,,,,,,
,,,,,"$GPGGA,190527.000,3951.4712,N,07528.6403,W,1,08,1.12,107.4,M,-33.9,M,,*5D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.12,1.65*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190527.000,A,3951.4712,N,07528.6403,W,0.08,102.35,070424,,,A*7B",39.857853,-75.477338,"39.85785333,-75.47733833",,,,,,,,,,,
,,,,,"$GPGGA,190528.000,3951.4713,N,07528.6406,W,1,08,1.09,106.0,M,-33.9,M,,*59",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190528.000,A,3951.4713,N,07528.6406,W,0.01,102.35,070424,,,A*79",39.857855,-75.477343,"39.857855,-75.47734333",,,,,,,,,,,
,,,,,"$GPGGA,190529.000,3951.4713,N,07528.6411,W,1,08,1.12,104.8,M,-33.9,M,,*5E",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.12,1.65*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190529.000,A,3951.4713,N,07528.6411,W,0.03,102.35,070424,,,A*7C",39.857855,-75.477352,"39.857855,-75.47735167",,,,,,,,,,,
,,,,,"$GPGGA,190530.000,3951.4714,N,07528.6415,W,1,08,1.09,105.4,M,-33.9,M,,*52",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190530.000,A,3951.4714,N,07528.6415,W,0.05,102.35,070424,,,A*71",39.857857,-75.477358,"39.85785667,-75.47735833",,,,,,,,,,,
,,,,,"$GPGGA,190531.000,3951.4715,N,07528.6416,W,1,08,1.09,104.9,M,-33.9,M,,*5D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,69,346,34,06,64,249,40,22,63,166,41,17,61,060,39*78",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,157,25,03,32,055,31,11,26,236,29,24,16,283,24*75",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,12,07,319,16,34,,,*47",,,,,,,,,,,,,,
,,,,,"$GPRMC,190531.000,A,3951.4715,N,07528.6416,W,0.06,102.35,070424,,,A*71",39.857858,-75.477360,"39.85785833,-75.47736",,,,,,,,,,,
,,,,,"$GPGGA,190532.000,3951.4715,N,07528.6418,W,1,08,1.09,104.6,M,-33.9,M,,*5F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190532.000,A,3951.4715,N,07528.6418,W,0.07,102.35,070424,,,A*7D",39.857858,-75.477363,"39.85785833,-75.47736333",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190534.000,A,3951.4717,N,07528.6422,W,0.03,102.35,070424,,,A*74",39.857862,-75.477370,"39.85786167,-75.47737",,,,,,,,,,,
,,,,,"$GPGGA,190535.000,3951.4718,N,07528.6422,W,1,08,1.09,104.0,M,-33.9,M,,*5A",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190535.000,A,3951.4718,N,07528.6422,W,0.00,102.35,070424,,,A*79",39.857863,-75.477370,"39.85786333,-75.47737",,,,,,,,,,,
,,,,,"$GPGGA,190536.000,3951.4718,N,07528.6423,W,1,08,1.09,103.9,M,-33.9,M,,*56",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,69,346,34,06,64,249,40,22,63,166,41,17,61,060,39*78",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,157,24,03,32,055,31,11,26,236,28,24,16,283,20*71",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,12,07,319,16,34,,,*47",,,,,,,,,,,,,,
,,,,,"$GPRMC,190536.000,A,3951.4718,N,07528.6423,W,0.01,102.35,070424,,,A*7A",39.857863,-75.477372,"39.85786333,-75.47737167",,,,,,,,,,,
,,,,,"$GPGGA,190537.000,3951.4717,N,07528.6422,W,1,08,1.09,103.8,M,-33.9,M,,*58",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190537.000,A,3951.4717,N,07528.6422,W,0.02,102.35,070424,,,A*76",39.857862,-75.477370,"39.85786167,-75.47737",,,,,,,,,,,
,,,,,"$GPGGA,190538.000,3951.4717,N,07528.6423,W,1,08,1.09,103.7,M,-33.9,M,,*59",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190538.000,A,3951.4717,N,07528.6423,W,0.02,102.35,070424,,,A*78",39.857862,-75.477372,"39.85786167,-75.47737167",,,,,,,,,,,
,,,,,"$GPGGA,190539.000,3951.4717,N,07528.6423,W,1,08,1.09,103.6,M,-33.9,M,,*59",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190539.000,A,3951.4717,N,07528.6423,W,0.02,102.35,070424,,,A*79",39.857862,-75.477372,"39.85786167,-75.47737167",,,,,,,,,,,
,,,,,"$GPGGA,190540.000,3951.4716,N,07528.6424,W,1,08,1.09,103.6,M,-33.9,M,,*51",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,12,07,319,16,35,,,*46",,,,,,,,,,,,,,
,,,,,"$GPRMC,190541.000,A,3951.4716,N,07528.6424,W,0.00,102.35,070424,,,A*72",39.857860,-75.477373,"39.85786,-75.47737333",,,,,,,,,,,
,,,,,"$GPGGA,190542.000,3951.4716,N,07528.6424,W,1,08,1.09,103.5,M,-33.9,M,,*50",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190542.000,A,3951.4716,N,07528.6424,W,0.01,102.35,070424,,,A*70",39.857860,-75.477373,"39.85786,-75.47737333",,,,,,,,,,,
,,,,,"$GPGGA,190543.000,3951.4716,N,07528.6424,W,1,08,1.09,103.5,M,-33.9,M,,*51",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190543.000,A,3951.4716,N,07528.6424,W,0.01,102.35,070424,,,A*71",39.857860,-75.477373,"39.85786,-75.47737333",,,,,,,,,,,
,,,,,"$GPGGA,190544.000,3951.4716,N,07528.6424,W,1,08,1.09,103.4,M,-33.9,M,,*57",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190544.000,A,3951.4716,N,07528.6424,W,0.01,102.35,070424,,,A*76",39.857860,-75.477373,"39.85786,-75.47737333",,,,,,,,,,,
,,,,,"$GPGGA,190545.000,3951.4716,N,07528.6424,W,1,08,1.09,103.4,M,-33.9,M,,*56",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190545.000,A,3951.4716,N,07528.6424,W,0.01,102.35,070424,,,A*77",39.857860,-75.477373,"39.85786,-75.47737333",,,,,,,,,,,
,,,,,"$GPGGA,190546.000,3951.4716,N,07528.6425,W,1,08,1.09,103.4,M,-33.9,M,,*54",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,69,346,35,06,64,250,40,22,63,166,41,17,61,060,39*71",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,157,28,03,32,055,32,11,26,236,25,24,16,283,17*77",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,12,07,319,13,36,,,*40",,,,,,,,,,,,,,
,,,,,"$GPRMC,190546.000,A,3951.4716,N,07528.6425,W,0.02,102.35,070424,,,A*76",39.857860,-75.477375,"39.85786,-75.477375",,,,,,,,,,,
,,,,,"$GPGGA,190547.000,3951.4716,N,07528.6424,W,1,08,1.09,103.3,M,-33.9,M,,*53",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190547.000,A,3951.4716,N,07528.6424,W,0.02,102.35,070424,,,A*76",39.857860,-75.477373,"39.85786,-75.47737333",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.12,1.65*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190549.000,A,3951.4717,N,07528.6424,W,0.05,102.35,070424,,,A*7E",39.857862,-75.477373,"39.85786167,-75.47737333",,,,,,,,,,,
,,,,,"$GPGGA,190550.000,3951.4719,N,07528.6424,W,1,08,1.12,103.2,M,-33.9,M,,*51",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.12,1.65*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190550.000,A,3951.4719,N,07528.6424,W,0.05,102.35,070424,,,A*78",39.857865,-75.477373,"39.857865,-75.47737333",,,,,,,,,,,
,,,,,"$GPGGA,190551.000,3951.4720,N,07528.6424,W,1,08,1.12,103.1,M,-33.9,M,,*59",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.12,1.65*08",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,69,346,35,06,64,250,41,22,63,166,41,17,61,061,38*70",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,157,29,03,32,055,31,11,26,236,22,24,16,283,17*72",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,12,07,319,14,38,,,*49",,,,,,,,,,,,,,
,,,,,"$GPRMC,190551.000,A,3951.4720,N,07528.6424,W,0.44,102.35,070424,,,A*76",39.857867,-75.477373,"39.85786667,-75.47737333",,,,,,,,,,,
,,,,,"$GPGGA,190552.000,3951.4721,N,07528.6424,W,1,08,1.12,103.0,M,-33.9,M,,*5A",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.12,1.65*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190552.000,A,3951.4721,N,07528.6424,W,0.34,102.35,070424,,,A*73",39.857868,-75.477373,"39.85786833,-75.47737333",,,,,,,,,,,
,,,,,"$GPGGA,190553.000,3951.4722,N,07528.6424,W,1,08,1.12,102.9,M,-33.9,M,,*50",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.12,1.65*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190553.000,A,3951.4722,N,07528.6424,W,0.42,102.35,070424,,,A*70",39.857870,-75.477373,"39.85787,-75.47737333",,,,,,,,,,,
,,,,,"$GPGGA,190554.000,3951.4722,N,07528.6423,W,1,08,1.09,102.8,M,-33.9,M,,*5B",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190554.000,A,3951.4722,N,07528.6423,W,1.60,102.35,070424,,,A*71",39.857870,-75.477372,"39.85787,-75.47737167",,,,,,,,,,,
,,,,,"$GPGGA,190555.000,3951.4720,N,07528.6417,W,1,08,1.09,102.7,M,-33.9,M,,*50",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190555.000,A,3951.4720,N,07528.6417,W,2.99,112.15,070424,,,A*73",39.857867,-75.477362,"39.85786667,-75.47736167",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190558.000,A,3951.4777,N,07528.6323,W,17.18,41.72,070424,,,A*77",39.857962,-75.477205,"39.85796167,-75.477205",,,,,,,,,,,
,,,,,"$GPGGA,190559.000,3951.4823,N,07528.6283,W,1,08,1.09,101.7,M,-33.9,M,,*58",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190559.000,A,3951.4823,N,07528.6283,W,20.98,34.91,070424,,,A*70",39.858038,-75.477138,"39.85803833,-75.47713833",,,,,,,,,,,
,,,,,"$GPGGA,190600.000,3951.4875,N,07528.6238,W,1,08,1.12,101.4,M,-33.9,M,,*5D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.12,1.65*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190600.000,A,3951.4875,N,07528.6238,W,23.43,34.13,070424,,,A*73",39.858125,-75.477063,"39.858125,-75.47706333",,,,,,,,,,,
,,,,,"$GPGGA,190601.000,3951.4933,N,07528.6186,W,1,08,1.09,101.1,M,-33.9,M,,*56",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,69,346,30,06,64,250,32,22,63,166,33,17,61,061,42*79",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,157,32,03,32,055,24,11,26,236,19,24,16,283,21*71",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,12,07,319,18,43,,,*49",,,,,,,,,,,,,,
,,,,,"$GPRMC,190601.000,A,3951.4933,N,07528.6186,W,26.67,36.18,070424,,,A*7D",39.858222,-75.476977,"39.85822167,-75.47697667",,,,,,,,,,,
,,,,,"$GPGGA,190602.000,3951.4998,N,07528.6128,W,1,08,1.09,100.9,M,-33.9,M,,*59",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.38,1.09,0.86*06",,,,,,,,,,,,,,
,,,,,"$GPRMC,190602.000,A,3951.4998,N,07528.6128,W,29.17,35.81,070424,,,A*70",39.858330,-75.476880,"39.85833,-75.47688",,,,,,,,,,,
,,,,,"$GPGGA,190603.000,3951.5065,N,07528.6068,W,1,08,1.09,100.7,M,-33.9,M,,*59",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190603.000,A,3951.5065,N,07528.6068,W,29.33,34.94,070424,,,A*7D",39.858442,-75.476780,"39.85844167,-75.47678",,,,,,,,,,,
,,,,,"$GPGGA,190604.000,3951.5132,N,07528.6005,W,1,08,1.09,100.6,M,-33.9,M,,*57",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.38,1.09,0.86*06",,,,,,,,,,,,,,
,,,,,"$GPRMC,190604.000,A,3951.5132,N,07528.6005,W,29.63,35.27,070424,,,A*7E",39.858553,-75.476675,"39.85855333,-75.476675",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,69,346,32,06,64,250,31,22,63,166,32,17,61,061,43*78",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,157,30,03,32,055,22,11,26,236,18,24,16,283,18*7E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,12,07,319,15,43,,,*44",,,,,,,,,,,,,,
,,,,,"$GPRMC,190606.000,A,3951.5263,N,07528.5882,W,28.53,35.64,070424,,,A*7A",39.858772,-75.476470,"39.85877167,-75.47647",,,,,,,,,,,
,,,,,"$GPGGA,190607.000,3951.5325,N,07528.5823,W,1,08,1.09,100.5,M,-33.9,M,,*5C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190607.000,A,3951.5325,N,07528.5823,W,26.99,36.30,070424,,,A*79",39.858875,-75.476372,"39.858875,-75.47637167",,,,,,,,,,,
,,,,,"$GPGGA,190608.000,3951.5384,N,07528.5767,W,1,08,1.09,100.5,M,-33.9,M,,*57",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190608.000,A,3951.5384,N,07528.5767,W,25.16,35.13,070424,,,A*74",39.858973,-75.476278,"39.85897333,-75.47627833",,,,,,,,,,,
,,,,,"$GPGGA,190609.000,3951.5438,N,07528.5718,W,1,08,1.09,100.5,M,-33.9,M,,*5E",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190609.000,A,3951.5438,N,07528.5718,W,22.71,34.06,070424,,,A*7E",39.859063,-75.476197,"39.85906333,-75.47619667",,,,,,,,,,,
,,,,,"$GPGGA,190610.000,3951.5484,N,07528.5677,W,1,08,1.09,100.6,M,-33.9,M,,*5A",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.38,1.09,0.86*06",,,,,,,,,,,,,,
,,,,,"$GPRMC,190610.000,A,3951.5484,N,07528.5677,W,18.53,32.75,070424,,,A*72",39.859140,-75.476128,"39.85914,-75.47612833",,,,,,,,,,,
,,,,,"$GPGGA,190611.000,3951.5526,N,07528.5651,W,1,08,1.09,100.8,M,-33.9,M,,*58",,,,,,,,,,,,,,
