,,,,,,,,,,Latitude,Longitude,Actual Lat,Actual Lon,Precision (metres),,,,Coordinate,Metres
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,68,343,31,22,64,166,38,06,63,249,36,17,61,059,32*77",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,156,26,03,32,056,28,11,26,235,19,24,16,284,15*79",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,12,06,319,12,38,,,*4E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190401.000,A,3951.3998,N,07529.5965,W,31.00,63.19,070424,,,A*78",39.856663,-75.493275,"39.85666333,-75.493275",,,,,,,,,,,
,,,,,"$GPGGA,190402.000,3951.4038,N,07529.5863,W,1,08,1.09,84.1,M,-33.9,M,,*69",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190402.000,A,3951.4038,N,07529.5863,W,31.25,62.76,070424,,,A*77",39.856730,-75.493105,"39.85673,-75.493105",,,,,,,,,,,
,,,,,"$GPGGA,190403.000,3951.4078,N,07529.5762,W,1,08,1.09,83.6,M,-33.9,M,,*62",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190403.000,A,3951.4078,N,07529.5762,W,31.23,63.39,070424,,,A*70",39.856797,-75.492937,"39.85679667,-75.49293667",,,,,,,,,,,
,,,,,"$GPGGA,190404.000,3951.4118,N,07529.5661,W,1,08,1.09,83.2,M,-33.9,M,,*64",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190404.000,A,3951.4118,N,07529.5661,W,30.72,63.54,070424,,,A*7C",39.856863,-75.492768,"39.85686333,-75.49276833",,,,,,,,,,,
,,,,,"$GPGGA,190405.000,3951.4157,N,07529.5559,W,1,08,1.09,83.1,M,-33.9,M,,*65",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190405.000,A,3951.4157,N,07529.5559,W,31.00,64.27,070424,,,A*79",39.856928,-75.492598,"39.85692833,-75.49259833",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190408.000,A,3951.4262,N,07529.5243,W,31.08,70.65,070424,,,A*76",39.857103,-75.492072,"39.85710333,-75.49207167",,,,,,,,,,,
,,,,,"$GPGGA,190409.000,3951.4294,N,07529.5133,W,1,09,0.98,84.0,M,-33.9,M,,*63",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190409.000,A,3951.4294,N,07529.5133,W,31.22,69.37,070424,,,A*7D",39.857157,-75.491888,"39.85715667,-75.49188833",,,,,,,,,,,
,,,,,"$GPGGA,190410.000,3951.4330,N,07529.5021,W,1,09,0.98,84.3,M,-33.9,M,,*65",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190410.000,A,3951.4330,N,07529.5021,W,31.44,65.55,070424,,,A*70",39.857217,-75.491702,"39.85721667,-75.49170167",,,,,,,,,,,
,,,,,"$GPGGA,190411.000,3951.4375,N,07529.4909,W,1,08,1.09,84.5,M,-33.9,M,,*69",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,68,344,30,22,64,166,38,06,63,249,31,17,61,059,32*76",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,156,28,03,32,056,29,11,26,235,19,24,16,284,15*76",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,12,06,319,11,41,,,*43",,,,,,,,,,,,,,
,,,,,"$GPRMC,190411.000,A,3951.4375,N,07529.4909,W,34.82,59.23,070424,,,A*73",39.857292,-75.491515,"39.85729167,-75.491515",,,,,,,,,,,
,,,,,"$GPGGA,190412.000,3951.4426,N,07529.4799,W,1,08,1.09,84.6,M,-33.9,M,,*6F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190412.000,A,3951.4426,N,07529.4799,W,35.55,58.09,070424,,,A*74",39.857377,-75.491332,"39.85737667,-75.49133167",,,,,,,,,,,
,,,,,"$GPGGA,190413.000,3951.4477,N,07529.4685,W,1,09,0.98,84.5,M,-33.9,M,,*6D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190413.000,A,3951.4477,N,07529.4685,W,36.35,59.39,070424,,,A*7A",39.857462,-75.491142,"39.85746167,-75.49114167",,,,,,,,,,,
,,,,,"$GPGGA,190414.000,3951.4526,N,07529.4569,W,1,09,0.98,84.4,M,-33.9,M,,*6F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190414.000,A,3951.4526,N,07529.4569,W,36.34,61.15,070424,,,A*7D",39.857543,-75.490948,"39.85754333,-75.49094833",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,68,344,30,22,64,166,25,06,63,249,33,17,61,059,30*7A",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,156,28,03,32,056,28,11,26,235,16,24,16,284,16*7B",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,12,06,319,14,43,,,*44",,,,,,,,,,,,,,
,,,,,"$GPRMC,190416.000,A,3951.4623,N,07529.4338,W,37.19,61.32,070424,,,A*70",39.857705,-75.490563,"39.857705,-75.49056333",,,,,,,,,,,
,,,,,"$GPGGA,190417.000,3951.4670,N,07529.4227,W,1,09,0.98,84.4,M,-33.9,M,,*61",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190417.000,A,3951.4670,N,07529.4227,W,35.08,61.70,070424,,,A*7C",39.857783,-75.490378,"39.85778333,-75.49037833",,,,,,,,,,,
,,,,,"$GPGGA,190418.000,3951.4720,N,07529.4118,W,1,09,0.98,84.6,M,-33.9,M,,*67",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190418.000,A,3951.4720,N,07529.4118,W,35.15,60.23,070424,,,A*73",39.857867,-75.490197,"39.85786667,-75.49019667",,,,,,,,,,,
,,,,,"$GPGGA,190419.000,3951.4767,N,07529.4003,W,1,09,0.98,84.8,M,-33.9,M,,*60",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190419.000,A,3951.4767,N,07529.4003,W,36.25,60.21,070424,,,A*78",39.857945,-75.490005,"39.857945,-75.490005",,,,,,,,,,,
,,,,,"$GPGGA,190420.000,3951.4818,N,07529.3886,W,1,09,1.05,84.8,M,-33.9,M,,*6A",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.80,1.05,1.46*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190420.000,A,3951.4818,N,07529.3886,W,37.79,60.29,070424,,,A*77",39.858030,-75.489810,"39.85803,-75.48981",,,,,,,,,,,
,,,,,"$GPGGA,190421.000,3951.4871,N,07529.3764,W,1,08,1.13,84.8,M,-33.9,M,,*61",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,68,344,31,22,64,166,37,06,63,249,34,17,61,059,32*7D",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,156,35,03,32,056,29,11,26,235,19,24,16,284,16*79",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,12,06,319,11,45,,,*47",,,,,,,,,,,,,,
,,,,,"$GPRMC,190421.000,A,3951.4871,N,07529.3764,W,39.03,60.78,070424,,,A*7D",39.858118,-75.489607,"39.85811833,-75.48960667",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190422.000,A,3951.4925,N,07529.3641,W,39.08,61.09,070424,,,A*74",39.858208,-75.489402,"39.85820833,-75.48940167",,,,,,,,,,,
,,,,,"$GPGGA,190423.000,3951.4978,N,07529.3514,W,1,08,1.09,84.7,M,-33.9,M,,*6A",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190423.000,A,3951.4978,N,07529.3514,W,40.20,62.39,070424,,,A*7A",39.858297,-75.489190,"39.85829667,-75.48919",,,,,,,,,,,
,,,,,"$GPGGA,190424.000,3951.5030,N,07529.3387,W,1,08,1.09,84.7,M,-33.9,M,,*65",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190424.000,A,3951.5030,N,07529.3387,W,40.20,63.24,070424,,,A*78",39.858383,-75.488978,"39.85838333,-75.48897833",,,,,,,,,,,
,,,,,"$GPGGA,190425.000,3951.5081,N,07529.3260,W,1,08,1.09,84.9,M,-33.9,M,,*68",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190425.000,A,3951.5081,N,07529.3260,W,39.90,63.46,070424,,,A*7A",39.858468,-75.488767,"39.85846833,-75.48876667",,,,,,,,,,,
,,,,,"$GPGGA,190426.000,3951.5137,N,07529.3136,W,1,08,1.09,85.1,M,-33.9,M,,*6E",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,68,344,27,22,64,166,37,06,63,249,30,17,61,059,30*7C",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,156,31,03,32,055,27,11,26,235,18,24,16,284,14*73",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,12,06,319,,46,,,*44",,,,,,,,,,,,,,
,,,,,"$GPRMC,190426.000,A,3951.5137,N,07529.3136,W,39.94,61.46,070424,,,A*73",39.858562,-75.488560,"39.85856167,-75.48856",,,,,,,,,,,
,,,,,"$GPGGA,190427.000,3951.5194,N,07529.3011,W,1,08,1.09,85.3,M,-33.9,M,,*60",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190427.000,A,3951.5194,N,07529.3011,W,40.25,61.09,070424,,,A*70",39.858657,-75.488352,"39.85865667,-75.48835167",,,,,,,,,,,
,,,,,"$GPGGA,190428.000,3951.5253,N,07529.2885,W,1,08,1.09,85.6,M,-33.9,M,,*66",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190428.000,A,3951.5253,N,07529.2885,W,40.35,60.73,070424,,,A*7E",39.858755,-75.488142,"39.858755,-75.48814167",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190429.000,A,3951.5309,N,07529.2755,W,41.78,60.43,070424,,,A*78",39.858848,-75.487925,"39.85884833,-75.487925",,,,,,,,,,,
,,,,,"$GPGGA,190430.000,3951.5370,N,07529.2622,W,1,08,1.09,86.2,M,-33.9,M,,*6B",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190430.000,A,3951.5370,N,07529.2622,W,42.82,60.04,070424,,,A*7A",39.858950,-75.487703,"39.85895,-75.48770333",,,,,,,,,,,
,,,,,"$GPGGA,190431.000,3951.5430,N,07529.2490,W,1,08,1.09,86.6,M,-33.9,M,,*66",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,68,344,27,22,64,166,37,06,64,249,32,17,61,059,32*7B",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,156,31,03,32,055,28,11,26,235,18,24,16,284,17*7F",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,12,06,319,15,46,,,*40",,,,,,,,,,,,,,
,,,,,"$GPRMC,190431.000,A,3951.5430,N,07529.2490,W,42.83,59.97,070424,,,A*72",39.859050,-75.487483,"39.85905,-75.48748333",,,,,,,,,,,
,,,,,"$GPGGA,190432.000,3951.5490,N,07529.2354,W,1,08,1.09,86.9,M,-33.9,M,,*6F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190432.000,A,3951.5490,N,07529.2354,W,43.39,61.02,070424,,,A*73",39.859150,-75.487257,"39.85915,-75.48725667",,,,,,,,,,,
,,,,,"$GPGGA,190433.000,3951.5553,N,07529.2219,W,1,08,1.13,87.0,M,-33.9,M,,*6B",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.13,1.66*0A",,,,,,,,,,,,,,
,,,,,"$GPRMC,190433.000,A,3951.5553,N,07529.2219,W,43.40,60.15,070424,,,A*7D",39.859255,-75.487032,"39.859255,-75.48703167",,,,,,,,,,,
,,,,,"$GPGGA,190434.000,3951.5623,N,07529.2099,W,1,08,1.13,86.1,M,-33.9,M,,*62",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.13,1.66*0A",,,,,,,,,,,,,,
,,,,,"$GPRMC,190434.000,A,3951.5623,N,07529.2099,W,42.38,58.21,070424,,,A*76",39.859372,-75.486832,"39.85937167,-75.48683167",,,,,,,,,,,
,,,,,"$GPGGA,190435.000,3951.5683,N,07529.1968,W,1,08,1.13,86.9,M,-33.9,M,,*65",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.13,1.66*0A",,,,,,,,,,,,,,
,,,,,"$GPRMC,190435.000,A,3951.5683,N,07529.1968,W,42.09,59.22,070424,,,A*79",39.859472,-75.486613,"39.85947167,-75.48661333",,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,12,07,319,16,47,,,*43",,,,,,,,,,,,,,
,,,,,"$GPRMC,190436.000,A,3951.5743,N,07529.1836,W,42.53,59.51,070424,,,A*76",39.859572,-75.486393,"39.85957167,-75.48639333",,,,,,,,,,,
,,,,,"$GPGGA,190437.000,3951.5802,N,07529.1706,W,1,08,1.13,88.5,M,-33.9,M,,*64",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.13,1.66*0A",,,,,,,,,,,,,,
,,,,,"$GPRMC,190437.000,A,3951.5802,N,07529.1706,W,42.25,59.31,070424,,,A*76",39.859670,-75.486177,"39.85967,-75.48617667",,,,,,,,,,,
,,,,,"$GPGGA,190438.000,3951.5861,N,07529.1575,W,1,08,1.13,89.0,M,-33.9,M,,*6C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.13,1.66*0A",,,,,,,,,,,,,,
,,,,,"$GPRMC,190438.000,A,3951.5861,N,07529.1575,W,42.01,59.38,070424,,,A*75",39.859768,-75.485958,"39.85976833,-75.48595833",,,,,,,,,,,
,,,,,"$GPGGA,190439.000,3951.5923,N,07529.1449,W,1,09,1.05,89.6,M,-33.9,M,,*64",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.80,1.05,1.46*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190439.000,A,3951.5923,N,07529.1449,W,40.86,57.94,070424,,,A*78",39.859872,-75.485748,"39.85987167,-75.48574833",,,,,,,,,,,
,,,,,"$GPGGA,190440.000,3951.5978,N,07529.1320,W,1,08,1.09,90.1,M,-33.9,M,,*6E",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.09,0.86*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190440.000,A,3951.5978,N,07529.1320,W,39.88,62.30,070424,,,A*78",39.859963,-75.485533,"39.85996333,-75.48553333",,,,,,,,,,,
,,,,,"$GPGGA,190441.000,3951.6031,N,07529.1193,W,1,09,1.05,91.2,M,-33.9,M,,*6D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.80,1.05,1.46*07",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,68,345,34,22,64,166,40,06,64,249,33,17,61,060,35*74",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,157,32,03,32,055,29,11,26,236,18,24,16,284,21*7A",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,12,07,319,18,49,,,*43",,,,,,,,,,,,,,
,,,,,"$GPRMC,190441.000,A,3951.6031,N,07529.1193,W,38.33,64.48,070424,,,A*7C",39.860052,-75.485322,"39.86005167,-75.48532167",,,,,,,,,,,
,,,,,"$GPGGA,190442.000,3951.6071,N,07529.1063,W,1,09,1.05,92.0,M,-33.9,M,,*65",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.80,1.05,1.46*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190442.000,A,3951.6071,N,07529.1063,W,38.36,72.07,070424,,,A*7C",39.860118,-75.485105,"39.86011833,-75.485105",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190444.000,A,3951.6106,N,07529.0795,W,38.63,85.28,070424,,,A*71",39.860177,-75.484658,"39.86017667,-75.48465833",,,,,,,,,,,
,,,,,"$GPGGA,190445.000,3951.6112,N,07529.0658,W,1,09,0.98,93.8,M,-33.9,M,,*65",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190445.000,A,3951.6112,N,07529.0658,W,37.89,86.86,070424,,,A*79",39.860187,-75.484430,"39.86018667,-75.48443",,,,,,,,,,,
,,,,,"$GPGGA,190446.000,3951.6114,N,07529.0525,W,1,09,0.98,93.1,M,-33.9,M,,*60",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,68,345,27,06,64,249,33,22,63,166,37,17,61,060,31*75",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,157,37,51,33,224,,03,32,055,21,11,26,236,17*74",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,24,16,283,17,12,07,319,17*7F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190446.000,A,3951.6114,N,07529.0525,W,37.03,88.11,070424,,,A*77",39.860190,-75.484208,"39.86019,-75.48420833",,,,,,,,,,,
,,,,,"$GPGGA,190447.000,3951.6118,N,07529.0392,W,1,09,0.98,94.0,M,-33.9,M,,*61",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190447.000,A,3951.6118,N,07529.0392,W,36.54,87.47,070424,,,A*7F",39.860197,-75.483987,"39.86019667,-75.48398667",,,,,,,,,,,
,,,,,"$GPGGA,190448.000,3951.6122,N,07529.0258,W,1,09,0.98,94.9,M,-33.9,M,,*69",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190448.000,A,3951.6122,N,07529.0258,W,37.27,88.51,070424,,,A*73",39.860203,-75.483763,"39.86020333,-75.48376333",,,,,,,,,,,
,,,,,"$GPGGA,190449.000,3951.6123,N,07529.0116,W,1,09,1.05,95.3,M,-33.9,M,,*6E",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.80,1.05,1.46*07",,,,,,,,,,,,,,
,,,,,"$GPRMC,190449.000,A,3951.6123,N,07529.0116,W,38.54,91.57,070424,,,A*7F",39.860205,-75.483527,"39.860205,-75.48352667",,,,,,,,,,,
,,,,,"$GPGGA,190450.000,3951.6120,N,07528.9984,W,1,09,1.05,94.7,M,-33.9,M,,*6B",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.80,1.05,1.47*06",,,,,,,,,,,,,,
,,,,,"$GPRMC,190450.000,A,3951.6120,N,07528.9984,W,38.27,93.89,070424,,,A*7A",39.860200,-75.483307,"39.8602,-75.48330667",,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,24,16,283,14,12,07,319,15*7E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190451.000,A,3951.6114,N,07528.9843,W,38.53,94.75,070424,,,A*71",39.860190,-75.483072,"39.86019,-75.48307167",,,,,,,,,,,
,,,,,"$GPGGA,190452.000,3951.6109,N,07528.9702,W,1,08,1.13,96.1,M,-33.9,M,,*60",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.13,1.66*0A",,,,,,,,,,,,,,
,,,,,"$GPRMC,190452.000,A,3951.6109,N,07528.9702,W,38.56,93.74,070424,,,A*77",39.860182,-75.482837,"39.86018167,-75.48283667",,,,,,,,,,,
,,,,,"$GPGGA,190453.000,3951.6104,N,07528.9561,W,1,09,0.98,96.8,M,-33.9,M,,*61",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190453.000,A,3951.6104,N,07528.9561,W,38.93,92.80,070424,,,A*7F",39.860173,-75.482602,"39.86017333,-75.48260167",,,,,,,,,,,
,,,,,"$GPGGA,190454.000,3951.6100,N,07528.9423,W,1,09,0.98,97.8,M,-33.9,M,,*64",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190454.000,A,3951.6100,N,07528.9423,W,38.92,92.78,070424,,,A*7D",39.860167,-75.482372,"39.86016667,-75.48237167",,,,,,,,,,,
,,,,,"$GPGGA,190455.000,3951.6097,N,07528.9291,W,1,07,1.34,98.6,M,-33.9,M,,*6D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,22,17,19,,,,,,2.46,1.34,2.06*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190455.000,A,3951.6097,N,07528.9291,W,37.91,92.45,070424,,,A*7E",39.860162,-75.482152,"39.86016167,-75.48215167",,,,,,,,,,,
,,,,,"$GPGGA,190456.000,3951.6092,N,07528.9156,W,1,07,1.34,99.8,M,-33.9,M,,*6C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,22,17,19,,,,,,2.46,1.34,2.06*0E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,68,345,37,06,64,249,35,22,63,166,36,17,61,060,34*76",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,157,33,03,32,055,35,44,27,234,,11,26,236,19*7B",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,24,16,283,13,12,07,319,15*79",,,,,,,,,,,,,,
,,,,,"$GPRMC,190456.000,A,3951.6092,N,07528.9156,W,37.98,92.80,070424,,,A*70",39.860153,-75.481927,"39.86015333,-75.48192667",,,,,,,,,,,
,,,,,"$GPGGA,190457.000,3951.6087,N,07528.9022,W,1,08,1.13,101.3,M,-33.9,M,,*5A",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.13,1.66*0A",,,,,,,,,,,,,,
,,,,,"$GPRMC,190457.000,A,3951.6087,N,07528.9022,W,37.95,93.01,070424,,,A*72",39.860145,-75.481703,"39.860145,-75.48170333",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.00,1.12,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190459.000,A,3951.6072,N,07528.8763,W,37.58,96.77,070424,,,A*70",39.860120,-75.481272,"39.86012,-75.48127167",,,,,,,,,,,
,,,,,"$GPGGA,190500.000,3951.6058,N,07528.8653,W,1,09,1.05,104.3,M,-33.9,M,,*59",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.80,1.05,1.47*06",,,,,,,,,,,,,,
,,,,,"$GPRMC,190500.000,A,3951.6058,N,07528.8653,W,34.67,100.24,070424,,,A*40",39.860097,-75.481088,"39.86009667,-75.48108833",,,,,,,,,,,
,,,,,"$GPGGA,190501.000,3951.6039,N,07528.8541,W,1,07,1.32,101.2,M,-33.9,M,,*51",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,22,17,19,,,,,,1.60,1.32,0.90*02",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,10,19,68,345,39,06,64,249,35,22,63,166,40,17,61,060,24*78",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,10,14,38,157,25,03,32,055,26,44,27,234,27,11,26,236,22*73",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,10,24,16,283,19,12,07,319,13*75",,,,,,,,,,,,,,
,,,,,"$GPRMC,190501.000,A,3951.6039,N,07528.8541,W,35.44,106.72,070424,,,A*43",39.860065,-75.480902,"39.860065,-75.48090167",,,,,,,,,,,
